idea_id,focus_area,idea_type,title,idea,persona,surface,mechanic,target_outcome,revenue_potential,lead_quality_impact,effort,effort_inverse,confidence,composite_score,phase
C01185,chatbot_ux,playbook,Chatbot Ux: Anomaly Alerting for email nurture flow,Build a playbook upgrade targeting founder on email nurture flow using anomaly alerting to better upgrade conversion.,founder,email_nurture_flow,anomaly_alerting,better_upgrade_conversion,94,65,52,48,66,73.35,P2
C01186,chatbot_ux,integration,Chatbot Ux: Drilldown Filters for email nurture flow,Build a integration upgrade targeting founder on email nurture flow using drilldown filters to increase demo bookings.,founder,email_nurture_flow,drilldown_filters,increase_demo_bookings,46,86,69,31,78,57.8,P3
C01187,chatbot_ux,feature,Chatbot Ux: Drilldown Filters for email nurture flow,Build a feature upgrade targeting founder on email nurture flow using drilldown filters to improve mql to sql.,founder,email_nurture_flow,drilldown_filters,improve_mql_to_sql,80,50,65,35,84,64.1,P3
C01188,chatbot_ux,optimization,Chatbot Ux: Drilldown Filters for email nurture flow,Build a optimization upgrade targeting founder on email nurture flow using drilldown filters to raise trial to paid.,founder,email_nurture_flow,drilldown_filters,raise_trial_to_paid,44,70,69,31,73,52.25,P3
C01189,chatbot_ux,assistive_ai,Chatbot Ux: Drilldown Filters for email nurture flow,Build a assistive_ai upgrade targeting founder on email nurture flow using drilldown filters to raise trial to paid.,founder,email_nurture_flow,drilldown_filters,raise_trial_to_paid,59,60,51,49,76,59.8,P3
C01190,chatbot_ux,analytics,Chatbot Ux: Drilldown Filters for email nurture flow,Build a analytics upgrade targeting founder on email nurture flow using drilldown filters to reduce cac.,founder,email_nurture_flow,drilldown_filters,reduce_cac,64,72,50,50,66,63.5,P3
C01191,chatbot_ux,integration,Chatbot Ux: Drilldown Filters for email nurture flow,Build a integration upgrade targeting founder on email nurture flow using drilldown filters to improve ad ctr.,founder,email_nurture_flow,drilldown_filters,improve_ad_ctr,84,60,66,34,58,64.1,P3
C01192,chatbot_ux,governance,Chatbot Ux: Drilldown Filters for email nurture flow,Build a governance upgrade targeting founder on email nurture flow using drilldown filters to lower cpc.,founder,email_nurture_flow,drilldown_filters,lower_cpc,88,43,59,41,70,64.65,P3
C01193,chatbot_ux,integration,Chatbot Ux: Drilldown Filters for email nurture flow,Build a integration upgrade targeting founder on email nurture flow using drilldown filters to reduce churn risk.,founder,email_nurture_flow,drilldown_filters,reduce_churn_risk,61,58,77,23,91,57.15,P3
C01194,chatbot_ux,playbook,Chatbot Ux: Drilldown Filters for email nurture flow,Build a playbook upgrade targeting founder on email nurture flow using drilldown filters to faster experiment cycles.,founder,email_nurture_flow,drilldown_filters,faster_experiment_cycles,67,57,30,70,91,68.7,P2
C01195,chatbot_ux,assistive_ai,Chatbot Ux: Drilldown Filters for email nurture flow,Build a assistive_ai upgrade targeting founder on email nurture flow using drilldown filters to better upgrade conversion.,founder,email_nurture_flow,drilldown_filters,better_upgrade_conversion,57,50,60,40,80,55.3,P3
C01196,chatbot_ux,workflow,Chatbot Ux: Taxonomy Validation for email nurture flow,Build a workflow upgrade targeting founder on email nurture flow using taxonomy validation to increase demo bookings.,founder,email_nurture_flow,taxonomy_validation,increase_demo_bookings,88,90,69,31,67,73.95,P2
C01197,chatbot_ux,analytics,Chatbot Ux: Taxonomy Validation for email nurture flow,Build a analytics upgrade targeting founder on email nurture flow using taxonomy validation to increase demo bookings.,founder,email_nurture_flow,taxonomy_validation,increase_demo_bookings,62,60,70,30,83,58.25,P3
C01198,chatbot_ux,integration,Chatbot Ux: Taxonomy Validation for email nurture flow,Build a integration upgrade targeting founder on email nurture flow using taxonomy validation to raise trial to paid.,founder,email_nurture_flow,taxonomy_validation,raise_trial_to_paid,77,37,50,50,88,63.25,P3
C01199,chatbot_ux,analytics,Chatbot Ux: Taxonomy Validation for email nurture flow,Build a analytics upgrade targeting founder on email nurture flow using taxonomy validation to reduce cac.,founder,email_nurture_flow,taxonomy_validation,reduce_cac,64,61,99,1,71,51.7,P3
C01200,chatbot_ux,workflow,Chatbot Ux: Taxonomy Validation for email nurture flow,Build a workflow upgrade targeting founder on email nurture flow using taxonomy validation to improve ad ctr.,founder,email_nurture_flow,taxonomy_validation,improve_ad_ctr,87,86,69,31,67,72.55,P2
C01201,chatbot_ux,analytics,Chatbot Ux: Taxonomy Validation for email nurture flow,Build a analytics upgrade targeting founder on email nurture flow using taxonomy validation to improve ad ctr.,founder,email_nurture_flow,taxonomy_validation,improve_ad_ctr,43,51,68,32,79,48.2,P3
C01202,chatbot_ux,integration,Chatbot Ux: Taxonomy Validation for email nurture flow,Build a integration upgrade targeting founder on email nurture flow using taxonomy validation to lower cpc.,founder,email_nurture_flow,taxonomy_validation,lower_cpc,84,48,61,39,49,60.75,P3
C01203,chatbot_ux,integration,Chatbot Ux: Taxonomy Validation for email nurture flow,Build a integration upgrade targeting founder on email nurture flow using taxonomy validation to reduce churn risk.,founder,email_nurture_flow,taxonomy_validation,reduce_churn_risk,59,69,25,75,81,68.0,P2
C01204,chatbot_ux,playbook,Chatbot Ux: Taxonomy Validation for email nurture flow,Build a playbook upgrade targeting founder on email nurture flow using taxonomy validation to higher arpu.,founder,email_nurture_flow,taxonomy_validation,higher_arpu,92,43,54,46,91,70.4,P2
C01205,chatbot_ux,workflow,Chatbot Ux: Taxonomy Validation for email nurture flow,Build a workflow upgrade targeting founder on email nurture flow using taxonomy validation to better upgrade conversion.,founder,email_nurture_flow,taxonomy_validation,better_upgrade_conversion,76,67,60,40,57,63.7,P3
C01206,chatbot_ux,analytics,Chatbot Ux: Taxonomy Validation for email nurture flow,Build a analytics upgrade targeting founder on email nurture flow using taxonomy validation to better upgrade conversion.,founder,email_nurture_flow,taxonomy_validation,better_upgrade_conversion,68,79,59,41,80,67.15,P2
C01207,chatbot_ux,governance,Chatbot Ux: Naming Enforcement for email nurture flow,Build a governance upgrade targeting founder on email nurture flow using naming enforcement to increase demo bookings.,founder,email_nurture_flow,naming_enforcement,increase_demo_bookings,66,51,52,48,60,57.75,P3
C01208,chatbot_ux,qa_guardrail,Chatbot Ux: Naming Enforcement for email nurture flow,Build a qa_guardrail upgrade targeting founder on email nurture flow using naming enforcement to increase demo bookings.,founder,email_nurture_flow,naming_enforcement,increase_demo_bookings,54,62,55,45,62,55.4,P3
C01209,chatbot_ux,optimization,Chatbot Ux: Naming Enforcement for email nurture flow,Build a optimization upgrade targeting founder on email nurture flow using naming enforcement to improve mql to sql.,founder,email_nurture_flow,naming_enforcement,improve_mql_to_sql,78,50,64,36,77,62.45,P3
C01210,chatbot_ux,automation,Chatbot Ux: Naming Enforcement for email nurture flow,Build a automation upgrade targeting founder on email nurture flow using naming enforcement to reduce cac.,founder,email_nurture_flow,naming_enforcement,reduce_cac,90,66,70,30,73,69.45,P2
C01211,chatbot_ux,governance,Chatbot Ux: Naming Enforcement for email nurture flow,Build a governance upgrade targeting founder on email nurture flow using naming enforcement to improve ad ctr.,founder,email_nurture_flow,naming_enforcement,improve_ad_ctr,53,73,83,17,71,53.5,P3
C01212,chatbot_ux,automation,Chatbot Ux: Naming Enforcement for email nurture flow,Build a automation upgrade targeting founder on email nurture flow using naming enforcement to increase pipeline velocity.,founder,email_nurture_flow,naming_enforcement,increase_pipeline_velocity,95,74,88,12,70,69.4,P2
C01213,chatbot_ux,governance,Chatbot Ux: Naming Enforcement for email nurture flow,Build a governance upgrade targeting founder on email nurture flow using naming enforcement to increase pipeline velocity.,founder,email_nurture_flow,naming_enforcement,increase_pipeline_velocity,59,63,47,53,74,61.05,P3
C01214,chatbot_ux,qa_guardrail,Chatbot Ux: Naming Enforcement for email nurture flow,Build a qa_guardrail upgrade targeting founder on email nurture flow using naming enforcement to increase pipeline velocity.,founder,email_nurture_flow,naming_enforcement,increase_pipeline_velocity,67,64,57,43,61,60.55,P3
C01215,chatbot_ux,feature,Chatbot Ux: Naming Enforcement for email nurture flow,Build a feature upgrade targeting founder on email nurture flow using naming enforcement to reduce churn risk.,founder,email_nurture_flow,naming_enforcement,reduce_churn_risk,64,78,57,43,57,62.25,P3
C01216,chatbot_ux,automation,Chatbot Ux: Naming Enforcement for email nurture flow,Build a automation upgrade targeting founder on email nurture flow using naming enforcement to faster experiment cycles.,founder,email_nurture_flow,naming_enforcement,faster_experiment_cycles,46,58,62,38,59,49.35,P3
C01217,chatbot_ux,feature,Chatbot Ux: Variant Allocator for email nurture flow,Build a feature upgrade targeting founder on email nurture flow using variant allocator to increase demo bookings.,founder,email_nurture_flow,variant_allocator,increase_demo_bookings,49,69,100,0,82,49.15,P3
C01218,chatbot_ux,governance,Chatbot Ux: Variant Allocator for email nurture flow,Build a governance upgrade targeting founder on email nurture flow using variant allocator to increase demo bookings.,founder,email_nurture_flow,variant_allocator,increase_demo_bookings,58,60,56,44,58,55.7,P3
C01219,chatbot_ux,automation,Chatbot Ux: Variant Allocator for email nurture flow,Build a automation upgrade targeting founder on email nurture flow using variant allocator to improve mql to sql.,founder,email_nurture_flow,variant_allocator,improve_mql_to_sql,53,60,70,30,75,53.45,P3
C01220,chatbot_ux,governance,Chatbot Ux: Variant Allocator for email nurture flow,Build a governance upgrade targeting founder on email nurture flow using variant allocator to improve mql to sql.,founder,email_nurture_flow,variant_allocator,improve_mql_to_sql,62,69,66,34,61,58.0,P3
C01221,chatbot_ux,qa_guardrail,Chatbot Ux: Variant Allocator for email nurture flow,Build a qa_guardrail upgrade targeting founder on email nurture flow using variant allocator to improve mql to sql.,founder,email_nurture_flow,variant_allocator,improve_mql_to_sql,55,70,75,25,76,55.9,P3
C01222,chatbot_ux,integration,Chatbot Ux: Variant Allocator for email nurture flow,Build a integration upgrade targeting founder on email nurture flow using variant allocator to raise trial to paid.,founder,email_nurture_flow,variant_allocator,raise_trial_to_paid,84,81,35,65,77,78.4,P1
C01223,chatbot_ux,governance,Chatbot Ux: Variant Allocator for email nurture flow,Build a governance upgrade targeting founder on email nurture flow using variant allocator to reduce cac.,founder,email_nurture_flow,variant_allocator,reduce_cac,86,77,79,21,66,67.75,P2
C01224,chatbot_ux,feature,Chatbot Ux: Variant Allocator for email nurture flow,Build a feature upgrade targeting founder on email nurture flow using variant allocator to improve ad ctr.,founder,email_nurture_flow,variant_allocator,improve_ad_ctr,78,72,49,51,74,70.5,P2
C01225,chatbot_ux,playbook,Chatbot Ux: Variant Allocator for email nurture flow,Build a playbook upgrade targeting founder on email nurture flow using variant allocator to higher arpu.,founder,email_nurture_flow,variant_allocator,higher_arpu,54,51,63,37,84,54.35,P3
C01226,chatbot_ux,analytics,Chatbot Ux: Variant Allocator for email nurture flow,Build a analytics upgrade targeting founder on email nurture flow using variant allocator to better upgrade conversion.,founder,email_nurture_flow,variant_allocator,better_upgrade_conversion,70,82,80,20,61,61.65,P3
C01227,chatbot_ux,feature,Chatbot Ux: Holdout Management for email nurture flow,Build a feature upgrade targeting founder on email nurture flow using holdout management to increase demo bookings.,founder,email_nurture_flow,holdout_management,increase_demo_bookings,69,55,70,30,80,59.35,P3
C01228,chatbot_ux,governance,Chatbot Ux: Holdout Management for email nurture flow,Build a governance upgrade targeting founder on email nurture flow using holdout management to improve mql to sql.,founder,email_nurture_flow,holdout_management,improve_mql_to_sql,60,74,38,62,85,67.65,P2
C01229,chatbot_ux,qa_guardrail,Chatbot Ux: Holdout Management for email nurture flow,Build a qa_guardrail upgrade targeting founder on email nurture flow using holdout management to improve mql to sql.,founder,email_nurture_flow,holdout_management,improve_mql_to_sql,41,60,47,53,79,53.85,P3
C01230,chatbot_ux,feature,Chatbot Ux: Holdout Management for email nurture flow,Build a feature upgrade targeting founder on email nurture flow using holdout management to improve ad ctr.,founder,email_nurture_flow,holdout_management,improve_ad_ctr,73,34,38,62,66,60.0,P3
C01231,chatbot_ux,automation,Chatbot Ux: Holdout Management for email nurture flow,Build a automation upgrade targeting founder on email nurture flow using holdout management to lower cpc.,founder,email_nurture_flow,holdout_management,lower_cpc,84,83,68,32,88,73.95,P2
C01232,chatbot_ux,workflow,Chatbot Ux: Holdout Management for email nurture flow,Build a workflow upgrade targeting founder on email nurture flow using holdout management to increase pipeline velocity.,founder,email_nurture_flow,holdout_management,increase_pipeline_velocity,61,67,60,40,60,58.15,P3
C01233,chatbot_ux,feature,Chatbot Ux: Holdout Management for email nurture flow,Build a feature upgrade targeting founder on email nurture flow using holdout management to faster experiment cycles.,founder,email_nurture_flow,holdout_management,faster_experiment_cycles,66,57,65,35,77,59.2,P3
C01234,chatbot_ux,analytics,Chatbot Ux: Holdout Management for email nurture flow,Build a analytics upgrade targeting founder on email nurture flow using holdout management to faster experiment cycles.,founder,email_nurture_flow,holdout_management,faster_experiment_cycles,63,55,29,71,78,64.85,P3
C01235,chatbot_ux,playbook,Chatbot Ux: Pricing Anchoring for email nurture flow,Build a playbook upgrade targeting founder on email nurture flow using pricing anchoring to improve mql to sql.,founder,email_nurture_flow,pricing_anchoring,improve_mql_to_sql,69,62,66,34,67,59.95,P3
C01236,chatbot_ux,playbook,Chatbot Ux: Pricing Anchoring for email nurture flow,Build a playbook upgrade targeting founder on email nurture flow using pricing anchoring to reduce cac.,founder,email_nurture_flow,pricing_anchoring,reduce_cac,58,54,53,47,74,57.2,P3
C01237,chatbot_ux,automation,Chatbot Ux: Pricing Anchoring for email nurture flow,Build a automation upgrade targeting founder on email nurture flow using pricing anchoring to improve ad ctr.,founder,email_nurture_flow,pricing_anchoring,improve_ad_ctr,63,56,38,62,68,61.8,P3
C01238,chatbot_ux,optimization,Chatbot Ux: Pricing Anchoring for email nurture flow,Build a optimization upgrade targeting founder on email nurture flow using pricing anchoring to improve ad ctr.,founder,email_nurture_flow,pricing_anchoring,improve_ad_ctr,49,53,66,34,74,50.75,P3
C01239,chatbot_ux,assistive_ai,Chatbot Ux: Pricing Anchoring for email nurture flow,Build a assistive_ai upgrade targeting founder on email nurture flow using pricing anchoring to improve ad ctr.,founder,email_nurture_flow,pricing_anchoring,improve_ad_ctr,68,59,72,28,59,56.4,P3
C01240,chatbot_ux,feature,Chatbot Ux: Pricing Anchoring for email nurture flow,Build a feature upgrade targeting founder on email nurture flow using pricing anchoring to lower cpc.,founder,email_nurture_flow,pricing_anchoring,lower_cpc,75,53,62,38,70,61.35,P3
C01241,chatbot_ux,governance,Chatbot Ux: Pricing Anchoring for email nurture flow,Build a governance upgrade targeting founder on email nurture flow using pricing anchoring to lower cpc.,founder,email_nurture_flow,pricing_anchoring,lower_cpc,63,66,48,52,59,60.95,P3
C01242,chatbot_ux,integration,Chatbot Ux: Pricing Anchoring for email nurture flow,Build a integration upgrade targeting founder on email nurture flow using pricing anchoring to improve data quality.,founder,email_nurture_flow,pricing_anchoring,improve_data_quality,64,46,60,40,65,54.85,P3
C01243,chatbot_ux,optimization,Chatbot Ux: Pricing Anchoring for email nurture flow,Build a optimization upgrade targeting founder on email nurture flow using pricing anchoring to faster experiment cycles.,founder,email_nurture_flow,pricing_anchoring,faster_experiment_cycles,55,67,64,36,70,56.45,P3
C01244,chatbot_ux,assistive_ai,Chatbot Ux: Pricing Anchoring for email nurture flow,Build a assistive_ai upgrade targeting founder on email nurture flow using pricing anchoring to faster experiment cycles.,founder,email_nurture_flow,pricing_anchoring,faster_experiment_cycles,66,74,54,46,75,65.35,P3
C01245,chatbot_ux,integration,Chatbot Ux: Trial Extension Logic for email nurture flow,Build a integration upgrade targeting founder on email nurture flow using trial extension logic to improve mql to sql.,founder,email_nurture_flow,trial_extension_logic,improve_mql_to_sql,56,69,56,44,78,60.15,P3
C01246,chatbot_ux,automation,Chatbot Ux: Trial Extension Logic for email nurture flow,Build a automation upgrade targeting founder on email nurture flow using trial extension logic to improve ad ctr.,founder,email_nurture_flow,trial_extension_logic,improve_ad_ctr,67,52,40,60,70,62.3,P3
C01247,chatbot_ux,governance,Chatbot Ux: Trial Extension Logic for email nurture flow,Build a governance upgrade targeting founder on email nurture flow using trial extension logic to lower cpc.,founder,email_nurture_flow,trial_extension_logic,lower_cpc,64,45,77,23,83,53.9,P3
C01248,chatbot_ux,qa_guardrail,Chatbot Ux: Trial Extension Logic for email nurture flow,Build a qa_guardrail upgrade targeting founder on email nurture flow using trial extension logic to lower cpc.,founder,email_nurture_flow,trial_extension_logic,lower_cpc,46,34,35,65,74,51.0,P3
C01249,chatbot_ux,integration,Chatbot Ux: Trial Extension Logic for email nurture flow,Build a integration upgrade targeting founder on email nurture flow using trial extension logic to increase pipeline velocity.,founder,email_nurture_flow,trial_extension_logic,increase_pipeline_velocity,100,47,53,47,87,74.2,P2
C01250,chatbot_ux,automation,Chatbot Ux: Trial Extension Logic for email nurture flow,Build a automation upgrade targeting founder on email nurture flow using trial extension logic to reduce churn risk.,founder,email_nurture_flow,trial_extension_logic,reduce_churn_risk,64,77,72,28,72,61.25,P3
C01251,chatbot_ux,analytics,Chatbot Ux: Trial Extension Logic for email nurture flow,Build a analytics upgrade targeting founder on email nurture flow using trial extension logic to improve data quality.,founder,email_nurture_flow,trial_extension_logic,improve_data_quality,81,74,37,63,70,74.0,P2
C01252,chatbot_ux,playbook,Chatbot Ux: Trial Extension Logic for email nurture flow,Build a playbook upgrade targeting founder on email nurture flow using trial extension logic to faster experiment cycles.,founder,email_nurture_flow,trial_extension_logic,faster_experiment_cycles,62,62,40,60,61,61.45,P3
C01253,chatbot_ux,qa_guardrail,Chatbot Ux: Trial Extension Logic for email nurture flow,Build a qa_guardrail upgrade targeting founder on email nurture flow using trial extension logic to higher arpu.,founder,email_nurture_flow,trial_extension_logic,higher_arpu,71,62,79,21,74,59.2,P3
C01254,chatbot_ux,integration,Chatbot Ux: Usage Metering for email nurture flow,Build a integration upgrade targeting founder on email nurture flow using usage metering to increase demo bookings.,founder,email_nurture_flow,usage_metering,increase_demo_bookings,87,79,75,25,33,64.5,P3
C01255,chatbot_ux,analytics,Chatbot Ux: Usage Metering for email nurture flow,Build a analytics upgrade targeting founder on email nurture flow using usage metering to improve mql to sql.,founder,email_nurture_flow,usage_metering,improve_mql_to_sql,61,68,38,62,66,63.7,P3
C01256,chatbot_ux,optimization,Chatbot Ux: Usage Metering for email nurture flow,Build a optimization upgrade targeting founder on email nurture flow using usage metering to raise trial to paid.,founder,email_nurture_flow,usage_metering,raise_trial_to_paid,78,63,53,47,91,70.0,P2
C01257,chatbot_ux,assistive_ai,Chatbot Ux: Usage Metering for email nurture flow,Build a assistive_ai upgrade targeting founder on email nurture flow using usage metering to raise trial to paid.,founder,email_nurture_flow,usage_metering,raise_trial_to_paid,65,76,57,43,73,64.55,P3
C01258,chatbot_ux,workflow,Chatbot Ux: Usage Metering for email nurture flow,Build a workflow upgrade targeting founder on email nurture flow using usage metering to reduce cac.,founder,email_nurture_flow,usage_metering,reduce_cac,66,51,55,45,57,56.7,P3
C01259,chatbot_ux,integration,Chatbot Ux: Usage Metering for email nurture flow,Build a integration upgrade targeting founder on email nurture flow using usage metering to improve ad ctr.,founder,email_nurture_flow,usage_metering,improve_ad_ctr,77,63,51,49,81,68.5,P2
C01260,chatbot_ux,integration,Chatbot Ux: Usage Metering for email nurture flow,Build a integration upgrade targeting founder on email nurture flow using usage metering to lower cpc.,founder,email_nurture_flow,usage_metering,lower_cpc,57,36,64,36,57,47.55,P3
C01261,chatbot_ux,workflow,Chatbot Ux: Usage Metering for email nurture flow,Build a workflow upgrade targeting founder on email nurture flow using usage metering to increase pipeline velocity.,founder,email_nurture_flow,usage_metering,increase_pipeline_velocity,53,64,72,28,63,52.25,P3
C01262,chatbot_ux,analytics,Chatbot Ux: Usage Metering for email nurture flow,Build a analytics upgrade targeting founder on email nurture flow using usage metering to increase pipeline velocity.,founder,email_nurture_flow,usage_metering,increase_pipeline_velocity,59,82,37,63,81,68.85,P2
C01263,chatbot_ux,playbook,Chatbot Ux: Usage Metering for email nurture flow,Build a playbook upgrade targeting founder on email nurture flow using usage metering to reduce churn risk.,founder,email_nurture_flow,usage_metering,reduce_churn_risk,75,53,56,44,63,61.5,P3
C01264,chatbot_ux,workflow,Chatbot Ux: Checkout Simplification for email nurture flow,Build a workflow upgrade targeting founder on email nurture flow using checkout simplification to increase demo bookings.,founder,email_nurture_flow,checkout_simplification,increase_demo_bookings,62,60,47,53,54,58.5,P3
C01265,chatbot_ux,feature,Chatbot Ux: Checkout Simplification for email nurture flow,Build a feature upgrade targeting founder on email nurture flow using checkout simplification to improve mql to sql.,founder,email_nurture_flow,checkout_simplification,improve_mql_to_sql,79,54,70,30,70,61.6,P3
C01266,chatbot_ux,governance,Chatbot Ux: Checkout Simplification for email nurture flow,Build a governance upgrade targeting founder on email nurture flow using checkout simplification to improve mql to sql.,founder,email_nurture_flow,checkout_simplification,improve_mql_to_sql,100,69,38,62,57,78.2,P1
C01267,chatbot_ux,qa_guardrail,Chatbot Ux: Checkout Simplification for email nurture flow,Build a qa_guardrail upgrade targeting founder on email nurture flow using checkout simplification to improve mql to sql.,founder,email_nurture_flow,checkout_simplification,improve_mql_to_sql,59,56,33,67,60,60.0,P3
C01268,chatbot_ux,playbook,Chatbot Ux: Checkout Simplification for email nurture flow,Build a playbook upgrade targeting founder on email nurture flow using checkout simplification to raise trial to paid.,founder,email_nurture_flow,checkout_simplification,raise_trial_to_paid,70,42,57,43,75,58.35,P3
C01269,chatbot_ux,assistive_ai,Chatbot Ux: Checkout Simplification for email nurture flow,Build a assistive_ai upgrade targeting founder on email nurture flow using checkout simplification to raise trial to paid.,founder,email_nurture_flow,checkout_simplification,raise_trial_to_paid,58,70,59,41,84,61.5,P3
C01270,chatbot_ux,analytics,Chatbot Ux: Checkout Simplification for email nurture flow,Build a analytics upgrade targeting founder on email nurture flow using checkout simplification to reduce cac.,founder,email_nurture_flow,checkout_simplification,reduce_cac,78,59,56,44,77,66.3,P2
C01271,chatbot_ux,analytics,Chatbot Ux: Checkout Simplification for email nurture flow,Build a analytics upgrade targeting founder on email nurture flow using checkout simplification to improve ad ctr.,founder,email_nurture_flow,checkout_simplification,improve_ad_ctr,75,40,72,28,66,55.5,P3
C01272,chatbot_ux,automation,Chatbot Ux: Checkout Simplification for email nurture flow,Build a automation upgrade targeting founder on email nurture flow using checkout simplification to increase pipeline velocity.,founder,email_nurture_flow,checkout_simplification,increase_pipeline_velocity,84,64,48,52,72,70.8,P2
C01273,chatbot_ux,integration,Chatbot Ux: Checkout Simplification for email nurture flow,Build a integration upgrade targeting founder on email nurture flow using checkout simplification to reduce churn risk.,founder,email_nurture_flow,checkout_simplification,reduce_churn_risk,87,52,32,68,69,71.75,P2
C01274,chatbot_ux,governance,Chatbot Ux: Checkout Simplification for email nurture flow,Build a governance upgrade targeting founder on email nurture flow using checkout simplification to improve data quality.,founder,email_nurture_flow,checkout_simplification,improve_data_quality,85,83,73,27,49,67.5,P2
C01275,chatbot_ux,feature,Chatbot Ux: Checkout Simplification for email nurture flow,Build a feature upgrade targeting founder on email nurture flow using checkout simplification to faster experiment cycles.,founder,email_nurture_flow,checkout_simplification,faster_experiment_cycles,67,56,55,45,60,58.8,P3
C01276,chatbot_ux,playbook,Chatbot Ux: Checkout Simplification for email nurture flow,Build a playbook upgrade targeting founder on email nurture flow using checkout simplification to higher arpu.,founder,email_nurture_flow,checkout_simplification,higher_arpu,67,47,93,7,73,50.9,P3
C01277,chatbot_ux,analytics,Chatbot Ux: Checkout Simplification for email nurture flow,Build a analytics upgrade targeting founder on email nurture flow using checkout simplification to better upgrade conversion.,founder,email_nurture_flow,checkout_simplification,better_upgrade_conversion,64,46,72,28,78,54.4,P3
C01278,chatbot_ux,feature,Chatbot Ux: Personalized Prompting for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using personalized prompting to increase demo bookings.,founder,ad_performance_dashboard,personalized_prompting,increase_demo_bookings,84,67,51,49,64,69.75,P2
C01279,chatbot_ux,feature,Chatbot Ux: Personalized Prompting for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using personalized prompting to improve mql to sql.,founder,ad_performance_dashboard,personalized_prompting,improve_mql_to_sql,61,57,68,32,66,54.95,P3
C01280,chatbot_ux,workflow,Chatbot Ux: Personalized Prompting for ad performance dashboard,Build a workflow upgrade targeting founder on ad performance dashboard using personalized prompting to improve mql to sql.,founder,ad_performance_dashboard,personalized_prompting,improve_mql_to_sql,73,72,51,49,83,69.45,P2
C01281,chatbot_ux,qa_guardrail,Chatbot Ux: Personalized Prompting for ad performance dashboard,Build a qa_guardrail upgrade targeting founder on ad performance dashboard using personalized prompting to raise trial to paid.,founder,ad_performance_dashboard,personalized_prompting,raise_trial_to_paid,75,67,58,42,74,66.25,P2
C01282,chatbot_ux,feature,Chatbot Ux: Personalized Prompting for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using personalized prompting to reduce cac.,founder,ad_performance_dashboard,personalized_prompting,reduce_cac,60,51,62,38,82,56.65,P3
C01283,chatbot_ux,feature,Chatbot Ux: Personalized Prompting for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using personalized prompting to improve ad ctr.,founder,ad_performance_dashboard,personalized_prompting,improve_ad_ctr,67,69,55,45,63,62.5,P3
C01284,chatbot_ux,automation,Chatbot Ux: Personalized Prompting for ad performance dashboard,Build a automation upgrade targeting founder on ad performance dashboard using personalized prompting to lower cpc.,founder,ad_performance_dashboard,personalized_prompting,lower_cpc,70,67,48,52,65,64.9,P3
C01285,chatbot_ux,playbook,Chatbot Ux: Personalized Prompting for ad performance dashboard,Build a playbook upgrade targeting founder on ad performance dashboard using personalized prompting to reduce churn risk.,founder,ad_performance_dashboard,personalized_prompting,reduce_churn_risk,64,64,36,64,75,65.65,P3
C01286,chatbot_ux,assistive_ai,Chatbot Ux: Personalized Prompting for ad performance dashboard,Build a assistive_ai upgrade targeting founder on ad performance dashboard using personalized prompting to reduce churn risk.,founder,ad_performance_dashboard,personalized_prompting,reduce_churn_risk,73,65,50,50,75,66.7,P2
C01287,chatbot_ux,feature,Chatbot Ux: Personalized Prompting for ad performance dashboard,Build a feature upgrade targeting founder on ad performance dashboard using personalized prompting to faster experiment cycles.,founder,ad_performance_dashboard,personalized_prompting,faster_experiment_cycles,57,52,70,30,57,50.35,P3
C01288,chatbot_ux,playbook,Chatbot Ux: Personalized Prompting for ad performance dashboard,Build a playbook upgrade targeting founder on ad performance dashboard using personalized prompting to better upgrade conversion.,founder,ad_performance_dashboard,personalized_prompting,better_upgrade_conversion,62,54,68,32,56,53.1,P3
C01289,chatbot_ux,optimization,Chatbot Ux: Dynamic Cta for ad performance dashboard,Build a optimization upgrade targeting founder on ad performance dashboard using dynamic cta to improve mql to sql.,founder,ad_performance_dashboard,dynamic_cta,improve_mql_to_sql,63,48,83,17,69,50.95,P3
C01290,chatbot_ux,assistive_ai,Chatbot Ux: Dynamic Cta for ad performance dashboard,Build a assistive_ai upgrade targeting founder on ad performance dashboard using dynamic cta to improve mql to sql.,founder,ad_performance_dashboard,dynamic_cta,improve_mql_to_sql,64,63,71,29,49,54.5,P3
C01291,chatbot_ux,qa_guardrail,Chatbot Ux: Dynamic Cta for ad performance dashboard,Build a qa_guardrail upgrade targeting founder on ad performance dashboard using dynamic cta to reduce cac.,founder,ad_performance_dashboard,dynamic_cta,reduce_cac,57,65,49,51,56,57.65,P3
C01292,chatbot_ux,governance,Chatbot Ux: Dynamic Cta for ad performance dashboard,Build a governance upgrade targeting founder on ad performance dashboard using dynamic cta to improve data quality.,founder,ad_performance_dashboard,dynamic_cta,improve_data_quality,61,64,63,37,94,61.9,P3
C01293,chatbot_ux,governance,Chatbot Ux: Dynamic Cta for ad performance dashboard,Build a governance upgrade targeting founder on ad performance dashboard using dynamic cta to faster experiment cycles.,founder,ad_performance_dashboard,dynamic_cta,faster_experiment_cycles,50,43,40,60,83,55.2,P3
